Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-05-18 00:00:00+09:00,4755.0,4818.0,4723.0,4808.0,9951800,0.0,0.0
2026-05-19 00:00:00+09:00,4900.0,5019.0,4863.0,4944.0,17371300,0.0,0.0
2026-05-20 00:00:00+09:00,4883.0,4934.0,4814.0,4908.0,13438800,0.0,0.0
2026-05-21 00:00:00+09:00,4907.0,5123.0,4882.0,5123.0,17823800,0.0,0.0
2026-05-22 00:00:00+09:00,5105.0,5153.0,4995.0,5002.0,13406000,0.0,0.0
2026-05-25 00:00:00+09:00,5050.0,5102.0,5000.0,5054.0,9871700,0.0,0.0
2026-05-26 00:00:00+09:00,5095.0,5134.0,5024.0,5056.0,8934400,0.0,0.0
2026-05-27 00:00:00+09:00,5100.0,5108.0,4955.0,4960.0,10796000,0.0,0.0
2026-05-28 00:00:00+09:00,4963.0,5194.0,4962.0,5174.0,17942700,0.0,0.0
2026-05-29 00:00:00+09:00,5374.0,5375.0,5166.0,5166.0,27362800,0.0,0.0
2026-06-01 00:00:00+09:00,5200.0,5274.0,5076.0,5126.0,13201200,0.0,0.0
2026-06-02 00:00:00+09:00,5126.0,5140.0,4987.0,5083.0,10393900,0.0,0.0
2026-06-03 00:00:00+09:00,5139.0,5375.0,5129.0,5270.0,15132500,0.0,0.0
2026-06-04 00:00:00+09:00,5180.0,5215.0,5131.0,5183.0,8401300,0.0,0.0
2026-06-05 00:00:00+09:00,5146.0,5369.0,5141.0,5300.0,11799100,0.0,0.0
2026-06-08 00:00:00+09:00,5095.0,5148.0,4968.0,5031.0,14584100,0.0,0.0
2026-06-09 00:00:00+09:00,5113.0,5113.0,4864.0,4882.0,14980900,0.0,0.0
2026-06-10 00:00:00+09:00,4906.0,4924.0,4782.0,4784.0,15252700,0.0,0.0
2026-06-11 00:00:00+09:00,4641.0,4679.0,4579.0,4655.0,15175900,0.0,0.0
2026-06-12 00:00:00+09:00,4682.0,4740.0,4585.0,4657.0,18882700,0.0,0.0
2026-06-15 00:00:00+09:00,4704.0,4828.0,4703.0,4737.0,13258100,0.0,0.0
2026-06-16 00:00:00+09:00,4741.0,4798.0,4646.0,4747.0,11238700,0.0,0.0
2026-06-17 00:00:00+09:00,4692.0,4736.0,4670.0,4701.0,11385900,0.0,0.0
2026-06-18 00:00:00+09:00,4680.0,4805.0,4680.0,4800.0,13329600,0.0,0.0
2026-06-19 00:00:00+09:00,4805.0,4854.0,4690.0,4764.0,18577100,0.0,0.0
2026-06-22 00:00:00+09:00,4702.0,4914.0,4702.0,4864.0,10220000,0.0,0.0
2026-06-23 00:00:00+09:00,4930.0,4948.0,4750.0,4750.0,12304900,0.0,0.0
2026-06-24 00:00:00+09:00,4719.0,4747.0,4632.0,4691.0,11616300,0.0,0.0
2026-06-25 00:00:00+09:00,4714.0,4717.0,4554.0,4554.0,12236600,0.0,0.0
2026-06-26 00:00:00+09:00,4484.0,4547.0,4478.0,4478.0,13899700,0.0,0.0
2026-06-29 00:00:00+09:00,4530.0,4541.0,4435.0,4486.0,11492800,0.0,0.0
2026-06-30 00:00:00+09:00,4494.0,4499.0,4422.0,4471.0,12297000,0.0,0.0
2026-07-01 00:00:00+09:00,4550.0,4555.0,4476.0,4496.0,11138200,0.0,0.0
2026-07-02 00:00:00+09:00,4595.0,4719.0,4520.0,4669.0,16571400,0.0,0.0
2026-07-03 00:00:00+09:00,4711.0,4713.0,4571.0,4615.0,9892300,0.0,0.0
2026-07-06 00:00:00+09:00,4699.0,4805.0,4682.0,4805.0,11352800,0.0,0.0
2026-07-07 00:00:00+09:00,4822.0,5004.0,4790.0,4942.0,20014200,0.0,0.0
2026-07-08 00:00:00+09:00,4872.0,4890.0,4769.0,4778.0,11272800,0.0,0.0
2026-07-09 00:00:00+09:00,4750.0,4810.0,4703.0,4758.0,7238600,0.0,0.0
2026-07-10 00:00:00+09:00,4725.0,4768.0,4686.0,4700.0,11624900,0.0,0.0
2026-07-13 00:00:00+09:00,4700.0,4775.0,4686.0,4716.0,9347200,0.0,0.0
2026-07-14 00:00:00+09:00,4724.0,4817.0,4714.0,4802.0,8776800,0.0,0.0
2026-07-15 00:00:00+09:00,4795.0,4812.0,4651.0,4796.0,13914900,0.0,0.0
2026-07-16 00:00:00+09:00,4771.0,4894.0,4726.0,4828.0,13955100,0.0,0.0
2026-07-17 00:00:00+09:00,4688.0,4779.0,4616.0,4717.0,12028800,0.0,0.0
2026-07-21 00:00:00+09:00,4696.0,4832.0,4675.0,4792.0,11059300,0.0,0.0
2026-07-22 00:00:00+09:00,4789.0,4872.0,4762.0,4807.0,9137700,0.0,0.0
2026-07-23 00:00:00+09:00,4827.0,4889.0,4813.0,4854.0,8471800,0.0,0.0
2026-07-24 00:00:00+09:00,4840.0,4873.0,4795.0,4850.0,7130900,0.0,0.0
2026-07-27 00:00:00+09:00,4920.0,5034.0,4910.0,5023.0,11712100,0.0,0.0
2026-07-28 00:00:00+09:00,4923.0,4946.0,4797.0,4890.0,12339000,0.0,0.0
2026-07-29 00:00:00+09:00,4911.0,4993.0,4885.0,4957.0,13881100,0.0,0.0
2026-07-30 00:00:00+09:00,5200.0,5267.0,4990.0,5255.0,24607900,0.0,0.0
2026-07-31 00:00:00+09:00,5299.0,5362.0,5170.0,5267.0,19901100,0.0,0.0
2026-08-03 00:00:00+09:00,5181.0,5336.0,5167.0,5301.0,14071300,0.0,0.0
2026-08-04 00:00:00+09:00,5390.0,5527.0,5312.0,5412.0,15277700,0.0,0.0
2026-08-05 00:00:00+09:00,5425.0,5498.0,5314.0,5476.0,14031000,0.0,0.0
2026-08-06 00:00:00+09:00,5425.0,5595.0,5424.0,5500.0,11584500,0.0,0.0
2026-08-07 00:00:00+09:00,5503.0,5620.0,5475.0,5620.0,12076900,0.0,0.0
