Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-06-02 00:00:00+09:00,2849.5,2863.5,2805.0,2844.0,37933000,0.0,0.0
2026-06-03 00:00:00+09:00,2840.0,2920.0,2833.0,2881.0,27875500,0.0,0.0
2026-06-04 00:00:00+09:00,2875.0,2879.5,2835.0,2838.5,19751600,0.0,0.0
2026-06-05 00:00:00+09:00,2872.0,2885.5,2837.0,2850.0,18955400,0.0,0.0
2026-06-08 00:00:00+09:00,2817.0,2862.0,2795.5,2822.5,30734900,0.0,0.0
2026-06-09 00:00:00+09:00,2850.0,2873.0,2821.5,2830.0,22825800,0.0,0.0
2026-06-10 00:00:00+09:00,2837.0,2840.5,2787.5,2814.0,25839700,0.0,0.0
2026-06-11 00:00:00+09:00,2768.0,2782.5,2718.5,2747.5,27541100,0.0,0.0
2026-06-12 00:00:00+09:00,2792.0,2798.5,2756.5,2775.5,29442600,0.0,0.0
2026-06-15 00:00:00+09:00,2836.5,2934.5,2830.0,2902.5,29688600,0.0,0.0
2026-06-16 00:00:00+09:00,2867.0,2894.0,2826.5,2847.5,20615100,0.0,0.0
2026-06-17 00:00:00+09:00,2862.5,2863.5,2803.5,2810.0,26726100,0.0,0.0
2026-06-18 00:00:00+09:00,2800.0,2807.0,2774.5,2793.5,27620900,0.0,0.0
2026-06-19 00:00:00+09:00,2785.0,2793.0,2755.0,2776.5,28789700,0.0,0.0
2026-06-22 00:00:00+09:00,2770.0,2802.0,2741.5,2741.5,22063700,0.0,0.0
2026-06-23 00:00:00+09:00,2745.0,2748.0,2706.0,2706.0,22693000,0.0,0.0
2026-06-24 00:00:00+09:00,2731.0,2731.0,2686.0,2686.0,25725300,0.0,0.0
2026-06-25 00:00:00+09:00,2700.0,2713.5,2689.0,2700.5,20706600,0.0,0.0
2026-06-26 00:00:00+09:00,2714.0,2768.0,2696.5,2768.0,32537200,0.0,0.0
2026-06-29 00:00:00+09:00,2805.0,2805.0,2745.0,2772.0,31780500,0.0,0.0
2026-06-30 00:00:00+09:00,2775.0,2782.5,2708.0,2725.0,32958300,0.0,0.0
2026-07-01 00:00:00+09:00,2765.0,2771.5,2715.0,2724.5,21882700,0.0,0.0
2026-07-02 00:00:00+09:00,2759.0,2839.0,2750.0,2793.0,30358500,0.0,0.0
2026-07-03 00:00:00+09:00,2839.0,2856.5,2813.0,2828.0,23428700,0.0,0.0
2026-07-06 00:00:00+09:00,2855.0,2923.0,2839.0,2923.0,26728000,0.0,0.0
2026-07-07 00:00:00+09:00,2950.0,2980.0,2925.0,2946.0,36408300,0.0,0.0
2026-07-08 00:00:00+09:00,2926.0,2942.0,2884.0,2889.0,28465700,0.0,0.0
2026-07-09 00:00:00+09:00,2854.0,2865.0,2817.0,2824.0,24949800,0.0,0.0
2026-07-10 00:00:00+09:00,2863.5,2864.5,2817.5,2823.0,26668000,0.0,0.0
