Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-05-21 00:00:00+09:00,400.7998136770413,403.5470219652172,399.52433053088635,401.0941467285156,15455940,0.0,0.0,0.0
2026-05-22 00:00:00+09:00,403.05643564224425,406.29424882950633,401.5847105413953,404.62628173828125,16415570,0.0,0.0,0.0
2026-05-25 00:00:00+09:00,407.76597336940824,411.3962106477808,405.6074312475363,410.1207275390625,18311940,0.0,0.0,0.0
2026-05-26 00:00:00+09:00,410.1207395021979,411.200010594616,407.56974326802555,409.53204345703125,12508960,0.0,0.0,0.0
2026-05-27 00:00:00+09:00,411.6905916461875,413.3585288657737,407.47162821289874,407.7659912109375,14750680,0.0,0.0,0.0
2026-05-28 00:00:00+09:00,405.3131123546606,407.4716246095649,402.17342005729535,405.70556640625,11073780,0.0,0.0,0.0
2026-05-29 00:00:00+09:00,408.9433424460781,414.6340308904877,408.4527674047837,410.0226135253906,16905480,0.0,0.0,0.0
2026-06-01 00:00:00+09:00,409.9244905171057,413.26042473539707,408.7471283891712,409.6301574707031,39102560,0.0,0.0,0.0
2026-06-02 00:00:00+09:00,408.0603097165507,408.2565517082459,403.0564383515637,407.9621887207031,27046750,0.0,0.0,0.0
2026-06-03 00:00:00+09:00,412.1811639541652,418.0680645678148,410.80755979944524,415.8114013671875,25944760,0.0,0.0,0.0
2026-06-04 00:00:00+09:00,412.2792883035352,412.57362135967986,409.1395959738086,410.7094421386719,27551630,0.0,0.0,0.0
2026-06-05 00:00:00+09:00,411.10189619430645,412.6717423591698,409.04147497431865,410.7094421386719,21573860,0.0,0.0,0.0
2026-06-08 00:00:00+09:00,401.1922677264486,403.2526889137429,397.56203034152503,401.0941467285156,21345450,0.0,0.0,0.0
2026-06-09 00:00:00+09:00,406.09801145470874,406.49046549759754,401.29038205909154,405.4112243652344,21046250,0.0,0.0,0.0
2026-06-10 00:00:00+09:00,404.52818212774406,404.7244241284941,398.44506935472316,400.1130065917969,28495650,0.0,0.0,0.0
2026-06-11 00:00:00+09:00,393.53930341415725,399.3280829026597,391.9694572963453,398.6412658691406,24318340,0.0,0.0,0.0
2026-06-12 00:00:00+09:00,406.4904754899112,408.4527756949165,402.4677840235103,404.4300842285156,21172680,0.0,0.0,0.0
2026-06-15 00:00:00+09:00,413.45662829578055,419.7359826761321,413.06417426119424,416.4981994628906,29199710,0.0,0.0,0.0
2026-06-16 00:00:00+09:00,415.51705731354,417.1850244201816,414.1434531951832,415.1246032714844,17003560,0.0,0.0,0.0
2026-06-17 00:00:00+09:00,414.9283738530358,419.9322453822708,414.9283738530358,417.4793701171875,11852430,0.0,0.0,0.0
2026-06-18 00:00:00+09:00,420.81527966892224,425.4266972009695,419.9322505510883,424.15118408203125,19945970,0.0,0.0,0.0
2026-06-19 00:00:00+09:00,426.99654540173816,427.09463646015365,418.65676935828486,421.6002197265625,18075430,0.0,0.0,0.0
2026-06-22 00:00:00+09:00,420.61906423791385,427.3889940101224,420.1284891827926,426.3097229003906,33964840,0.0,0.0,0.0
2026-06-23 00:00:00+09:00,426.6040627406125,426.80030474271183,414.83026123046875,414.83026123046875,22291940,0.0,0.0,0.0
2026-06-24 00:00:00+09:00,415.2227376378529,417.0869168543873,409.82641204443354,411.98492431640625,26681010,0.0,0.0,0.0
2026-06-25 00:00:00+09:00,419.3435513379715,419.83412639333704,414.8302548401438,417.871826171875,24347130,0.0,0.0,0.0
2026-06-26 00:00:00+09:00,414.83024862678536,417.18503281112976,409.1395900467106,412.4754943847656,31212940,0.0,0.0,0.0
2026-06-29 00:00:00+09:00,415.2227322227263,416.40009437144994,410.6113147988322,413.7510070800781,20256510,0.0,0.0,0.0
2026-06-30 00:00:00+09:00,417.4793524740599,418.8529565759916,413.75099420562765,415.61517333984375,13186710,0.0,0.0,0.0
2026-07-01 00:00:00+09:00,419.4416487118471,421.8945238505129,416.30195655742557,417.773681640625,11629380,0.0,0.0,0.0
2026-07-02 00:00:00+09:00,417.8718211907167,422.286996636376,415.81139999427734,418.3623962402344,20511410,0.0,0.0,0.0
2026-07-03 00:00:00+09:00,419.53977869790396,423.5625,416.8906615144367,423.5625,16798390,0.0,0.0,0.0
2026-07-06 00:00:00+09:00,425.1323278178733,428.07577812801503,423.4643906075213,427.1927490234375,17831580,0.0,0.0,0.0
2026-07-07 00:00:00+09:00,427.97766770952023,431.1173299329026,422.5813423850607,423.66058349609375,30094520,0.0,0.0,0.0
2026-07-08 00:00:00+09:00,419.7359933844328,423.46438166393017,417.87181421584626,418.46051025390625,15556910,0.0,0.0,0.0
2026-07-09 00:00:00+09:00,411.1018912087313,412.57361635625654,409.33583300863086,411.20001220703125,27122170,0.0,0.0,0.0
2026-07-10 00:00:00+09:00,422.3999938964844,423.29998779296875,420.29998779296875,422.1000061035156,19626030,7.9,0.0,0.0
2026-07-13 00:00:00+09:00,422.0,424.6000061035156,415.6000061035156,417.79998779296875,13900030,0.0,0.0,0.0
2026-07-14 00:00:00+09:00,418.29998779296875,422.0,415.3999938964844,421.29998779296875,12782800,0.0,0.0,0.0
2026-07-15 00:00:00+09:00,424.0,425.79998779296875,420.5,425.6000061035156,15643440,0.0,0.0,0.0
2026-07-16 00:00:00+09:00,421.0,423.29998779296875,419.0,419.70001220703125,11434220,0.0,0.0,0.0
2026-07-17 00:00:00+09:00,415.8999938964844,416.79998779296875,401.8999938964844,407.8999938964844,31540630,0.0,0.0,0.0
2026-07-21 00:00:00+09:00,411.8999938964844,418.29998779296875,409.70001220703125,418.29998779296875,20619610,0.0,0.0,0.0
